pid,Name,Pos,Age,Salary,Team,Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,BA,PF,PTS,TD,5x5,PER,EWA,TS%,3PAr,FT/FGA,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,+/-,On-Off,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Ovr,Pot,Hgt,Str,Spd,Jmp,End,Ins,Dnk,FT.1,2Pt,3Pt,oIQ,dIQ,Drb,Pss,Reb,is_all_star
340,Grant Hill,GF,28,6.94,DET,2000,74,74.0,37.51351351351352,9.405405405405403,19.216216216216218,48.9451476793249,0.4594594594594595,1.3243243243243243,34.69387755102041,8.945945945945946,17.89189189189189,50.0,50.14064697609001,6.486486486486487,8.162162162162161,79.47019867549669,1.3108108108108107,5.3108108108108105,6.621621621621622,5.202702702702703,3.243243243243243,1.391891891891892,0.581081081081081,0.9864864864864864,2.5675675675675675,25.75675675675676,0,0.0,24.5,15.468258706467664,56.4653742238233,0.0689170182841068,0.4247538677918425,4.1,16.4,10.2,26.8,1.9,1.1,12.449682533095404,30.5,2.2,7.7,105.0,8.1,2.6,10.7,0.185014409221902,5.4,0.1,5.5,5.2,68,68,51,72,67,65,71,70,72,59,67,39,62,52,69,66,61,0
372,Allen Iverson,G,25,9.0,PHI,2000,70,70.0,40.75714285714286,10.414285714285716,24.757142857142856,42.06578188113099,1.2714285714285714,3.7285714285714286,34.099616858237546,9.142857142857142,21.02857142857143,43.47826086956522,44.633583381419506,6.314285714285714,8.857142857142858,71.29032258064515,1.0142857142857142,2.8,3.8142857142857145,4.685714285714286,3.2857142857142856,2.057142857142857,0.0714285714285714,1.9428571428571428,2.3142857142857145,28.414285714285715,0,0.0,20.0,10.50358208955224,49.58121447801376,0.150605885747259,0.3577611079053664,2.7,7.7,5.2,23.0,2.6,0.1,10.28714554074604,34.4,1.0,-0.3,102.0,3.3,3.6,6.9,0.1160883280757097,3.4,-0.2,3.1999999999999997,3.8,65,70,26,75,71,70,75,77,78,42,66,41,66,54,67,60,52,1
428,Jason Kidd,G,27,6.86,PHO,2000,67,67.0,39.04477611940298,5.223880597014926,12.761194029850746,40.93567251461988,0.835820895522388,2.4776119402985075,33.734939759036145,4.388059701492537,10.28358208955224,42.670537010159656,44.21052631578947,3.029850746268657,3.656716417910448,82.85714285714286,1.4328358208955223,5.776119402985074,7.208955223880597,10.119402985074627,3.373134328358209,2.0,0.417910447761194,0.417910447761194,2.208955223880597,14.313432835820896,5,0.0,18.4,7.965134328358208,49.802658911508104,0.1941520467836257,0.2865497076023391,4.2,16.1,10.3,40.1,2.6,0.8,19.010767160161507,20.0,5.5,-0.9,98.0,3.7,4.8,8.5,0.1559633027522936,2.3,2.0,4.3,4.2,64,64,38,56,65,65,61,44,42,62,55,57,51,62,73,84,62,1
442,Toni Kukoč,F,32,4.5,PHI,2000,32,8.0,28.625,4.65625,10.625,43.8235294117647,0.8125,2.8125,28.88888888888889,3.84375,7.8125,49.2,47.647058823529406,2.3125,3.4375,67.27272727272727,1.1875,3.28125,4.46875,4.40625,2.21875,1.03125,0.28125,0.28125,1.90625,12.4375,1,0.0,16.4,1.9687164179104473,51.23583934088569,0.2647058823529412,0.3235294117647059,4.5,12.9,8.6,26.0,1.9,0.7,15.454941227688291,22.0,6.2,6.5,102.0,0.9,1.2,2.1,0.1100436681222707,2.0,0.8,2.8,1.1,64,64,59,55,63,59,50,54,54,47,51,54,54,54,66,64,55,0
477,Karl Malone,PF,37,14.0,UTA,2000,82,82.0,35.9390243902439,9.170731707317072,18.0,50.94850948509485,0.024390243902439,0.0975609756097561,25.0,9.146341463414634,17.902439024390244,51.089918256130794,51.016260162601625,7.182926829268292,9.01219512195122,79.70230040595399,2.0609756097560976,7.439024390243903,9.5,3.707317073170732,2.817073170731707,0.9634146341463414,0.8658536585365854,0.951219512195122,2.792682926829268,25.548780487804876,0,0.0,27.1,18.297791044776123,58.156965511115054,0.005420054200542,0.5006775067750677,7.1,24.7,16.1,20.9,1.4,1.9,11.367215179907094,31.9,8.2,14.4,100.0,10.7,4.5,15.2,0.2475738038683406,6.4,1.1,7.5,7.1,68,68,66,79,52,44,56,75,84,64,65,36,66,56,67,61,72,1
512,Tracy McGrady,GF,21,1.77,TOR,2000,79,34.0,31.164556962025316,5.810126582278481,12.886075949367088,45.088408644400786,0.2278481012658227,0.8227848101265823,27.692307692307693,5.582278481012659,12.063291139240508,46.27492130115425,45.97249508840864,3.5063291139240507,4.962025316455696,70.66326530612244,2.3797468354430378,3.962025316455696,6.341772151898734,3.329113924050633,2.0253164556962027,1.139240506329114,1.9113924050632911,0.9746835443037974,2.5443037974683542,15.354430379746836,0,0.0,20.0,9.30905472636816,50.94583697332169,0.0638506876227897,0.3850687622789784,8.3,14.7,11.4,18.8,1.9,4.3,11.847639357857949,24.3,0.4,0.1,103.0,3.7,2.9,6.6,0.1286758732737611,2.6,0.9,3.5,3.4,63,76,59,62,75,83,46,45,57,44,54,44,50,44,63,59,52,1
528,Reggie Miller,SG,35,9.03,IND,2000,81,81.0,36.876543209876544,5.753086419753086,12.851851851851851,44.764649375600385,2.037037037037037,4.987654320987654,40.84158415841584,3.7160493827160495,7.864197530864198,47.25274725274725,52.68972142170989,4.604938271604938,5.012345679012346,91.87192118226602,0.6172839506172839,2.3333333333333335,2.950617283950617,2.308641975308642,1.5925925925925926,1.0493827160493827,0.3086419753086419,0.419753086419753,1.5555555555555556,18.14814814814815,0,0.0,17.3,8.084218905472637,60.263684365878454,0.388088376560999,0.3900096061479347,2.0,6.8,4.5,10.2,1.5,0.6,9.565191600427095,20.5,5.9,-1.7,107.0,8.0,2.0,10.0,0.1606963508536993,3.0,-0.3,2.7,3.6,66,66,48,60,79,66,55,37,63,84,65,82,58,45,61,52,44,0
552,Alonzo Mourning,FC,30,15.0,MIA,2000,79,78.0,34.78481012658228,8.253164556962025,14.9873417721519,55.067567567567565,0.0,0.050632911392405,0.0,8.253164556962025,14.936708860759492,55.254237288135585,55.067567567567565,5.2405063291139244,7.367088607594937,71.1340206185567,2.721518987341772,6.810126582278481,9.531645569620252,1.5569620253164558,2.7468354430379747,0.5063291139240507,3.721518987341772,0.8607594936708861,3.8987341772151898,21.746835443037973,0,0.0,25.8,16.132537313432838,59.64946391867119,0.0033783783783783,0.491554054054054,9.5,21.6,15.9,8.7,0.8,7.8,13.095324305404688,28.1,7.1,5.8,96.0,7.3,5.6,12.9,0.2253275109170305,3.1,2.2,5.300000000000001,5.0,61,61,75,70,58,61,62,70,59,45,51,39,48,38,47,48,48,0
553,Chris Mullin,GF,37,4.08,IND,2000,47,2.0,12.382978723404255,1.702127659574468,3.978723404255319,42.780748663101605,0.9574468085106383,2.3404255319148937,40.909090909090914,0.7446808510638298,1.6382978723404256,45.45454545454545,54.81283422459893,0.7872340425531915,0.8723404255319149,90.2439024390244,0.2978723404255319,1.319148936170213,1.6170212765957446,0.7872340425531915,0.5957446808510638,0.5957446808510638,0.1914893617021276,0.1489361702127659,1.2765957446808511,5.148936170212766,0,0.0,15.4,1.1350447761194031,59.01287553648069,0.5882352941176471,0.2192513368983957,2.8,11.5,7.3,10.0,2.5,1.0,12.01510470305527,18.2,8.5,2.6,103.0,1.0,0.7,1.7,0.1402061855670103,1.8,1.6,3.4000000000000004,0.8,53,53,45,40,49,41,28,30,43,71,61,83,45,54,56,49,40,0
560,Dikembe Mutombo,C,34,12.82,ATL,2000,82,82.0,36.390243902439025,3.926829268292683,6.987804878048781,56.195462478184986,0.0,0.0,0.0,3.926829268292683,6.987804878048781,56.195462478184986,56.195462478184986,3.6341463414634143,5.134146341463414,70.78384798099762,3.707317073170732,10.402439024390244,14.109756097560975,1.2804878048780488,2.1219512195121952,0.3292682926829268,3.2804878048780486,0.5365853658536586,3.024390243902439,11.48780487804878,1,0.0,19.4,10.451422885572136,62.1175353450095,0.0,0.7347294938917975,11.2,31.3,21.2,5.4,0.5,5.9,18.66472153093624,13.8,-1.5,13.1,101.0,5.6,4.3,9.9,0.1592493297587131,0.9,1.5,2.4,3.3,57,57,76,60,59,58,44,37,55,41,21,38,41,36,57,54,65,1
564,Steve Nash,PG,26,5.5,DAL,2000,56,27.0,27.357142857142858,3.0892857142857144,6.482142857142857,47.658402203856745,1.0714285714285714,2.6607142857142856,40.26845637583892,2.017857142857143,3.821428571428571,52.80373831775701,55.9228650137741,1.3392857142857142,1.5178571428571428,88.23529411764706,0.6071428571428571,1.5535714285714286,2.1607142857142856,4.857142857142857,1.8214285714285712,0.6607142857142857,0.0535714285714285,0.2142857142857142,2.1785714285714284,8.589285714285714,0,0.0,13.5,1.5243781094527362,60.064935064935064,0.4104683195592286,0.234159779614325,2.4,6.1,4.2,25.5,1.2,0.1,20.30254777070064,14.5,2.2,8.6,111.0,2.8,0.2,3.0,0.0939947780678851,0.6,-1.5,-0.9,0.4,58,58,36,44,69,66,48,30,29,71,60,75,46,41,74,79,47,0
576,Dirk Nowitzki,FC,22,1.58,DAL,2000,82,81.0,35.829268292682926,6.280487804878049,13.634146341463415,46.06440071556351,1.4146341463414631,3.731707317073171,37.908496732026144,4.865853658536586,9.902439024390244,49.137931034482754,51.25223613595706,3.524390243902439,4.2439024390243905,83.04597701149426,1.2439024390243902,5.2439024390243905,6.487804878048781,2.475609756097561,1.7195121951219512,0.7682926829268293,0.8292682926829268,0.6585365853658537,3.1219512195121952,17.5,0,0.0,17.5,7.542328358208955,56.44628359242243,0.2737030411449016,0.3112701252236136,3.8,15.6,9.7,10.9,1.1,1.6,9.98498711157692,21.2,-1.6,5.9,107.0,6.1,1.9,8.0,0.1307011572498298,2.1,-0.5,1.6,2.6,65,76,66,60,66,69,52,39,59,66,64,68,56,42,60,52,51,0
585,Hakeem Olajuwon,C,37,14.3,HOU,2000,44,28.0,23.84090909090909,4.386363636363637,9.568181818181818,45.84323040380048,0.0,0.0454545454545454,0.0,4.386363636363637,9.522727272727272,46.06205250596659,45.84323040380048,1.568181818181818,2.5454545454545454,61.60714285714286,1.4772727272727273,4.75,6.2272727272727275,1.3863636363636365,1.6590909090909092,0.9318181818181818,1.5909090909090908,0.4090909090909091,2.0,10.340909090909092,0,0.0,16.7,2.5468258706467664,48.37543591052139,0.004750593824228,0.2660332541567696,7.1,21.9,14.6,10.2,2.0,4.3,13.436901781769992,22.7,-2.4,-1.7,100.0,0.0,1.6,1.6,0.073212583412774,-0.9,1.3,0.4,0.6,51,51,69,53,46,48,23,48,54,35,46,39,35,52,51,45,47,0
590,Shaquille O'Neal,C,28,17.14,LAL,2000,79,79.0,40.037974683544306,12.10126582278481,21.075949367088608,57.41741741741742,0.0,0.0126582278481012,0.0,12.10126582278481,21.063291139240505,57.45192307692307,57.41741741741742,5.468354430379747,10.430379746835444,52.42718446601942,4.253164556962025,9.39240506329114,13.645569620253164,3.7848101265822782,2.8227848101265822,0.4556962025316455,3.0253164556962027,0.7468354430379747,3.2278481012658227,29.670886075949365,0,0.0,30.6,25.17810945273632,57.80346820809249,0.0006006006006006,0.4948948948948949,11.5,24.8,18.3,19.3,0.6,5.3,9.908644959476751,31.2,10.4,10.9,95.0,11.7,7.0,18.7,0.2837812203604173,7.3,2.0,9.3,9.0,68,68,79,83,68,71,71,67,72,10,53,27,64,35,60,59,67,0
597,Gary Payton,PG,32,11.02,OKC,2000,82,82.0,41.76829268292683,9.109756097560975,20.317073170731707,44.83793517406963,2.158536585365854,6.341463414634147,34.03846153846154,6.951219512195122,13.975609756097562,49.73821989528796,50.150060024009605,3.792682926829268,5.158536585365853,73.5224586288416,1.2195121951219512,5.2317073170731705,6.451219512195122,8.926829268292684,2.731707317073171,1.8658536585365857,0.2195121951219512,0.8414634146341463,2.1707317073170733,24.17073170731707,2,0.0,23.6,17.176119402985076,53.50625229466773,0.3121248499399759,0.2539015606242497,3.2,13.9,8.5,37.7,2.3,0.4,10.789357069918887,26.8,3.7,14.7,104.0,10.5,3.5,14.0,0.1962043795620437,5.8,0.7,6.5,7.3,72,72,37,69,64,60,78,51,57,48,77,72,71,63,80,78,64,1
607,Paul Pierce,GF,23,1.5,BOS,2000,73,72.0,35.38356164383562,6.657534246575342,15.054794520547944,44.22202001819836,1.3150684931506849,3.835616438356164,34.285714285714285,5.342465753424658,11.219178082191782,47.61904761904761,48.58962693357598,4.917808219178082,6.164383561643835,79.77777777777779,1.1369863013698631,4.287671232876712,5.424657534246576,3.0273972602739727,2.4383561643835616,2.0821917808219177,0.8493150684931506,0.863013698630137,3.2465753424657535,19.54794520547945,0,0.0,19.8,9.560955223880596,55.011565150346954,0.2547770700636942,0.4094631483166515,3.5,14.6,8.7,14.6,3.0,1.8,12.067796610169491,24.8,4.2,13.8,103.0,5.2,3.0,8.2,0.1523809523809523,3.0,0.9,3.9,3.9,67,76,49,65,69,71,60,54,66,59,57,60,55,60,63,57,48,0
608,Scottie Pippen,SF,35,14.8,POR,2000,82,82.0,33.52439024390244,4.7317073170731705,10.48780487804878,45.11627906976744,1.048780487804878,3.207317073170732,32.69961977186312,3.682926829268293,7.280487804878049,50.58626465661642,50.11627906976744,1.951219512195122,2.7195121951219514,71.74887892376681,1.3902439024390243,4.865853658536586,6.2560975609756095,4.951219512195122,2.5365853658536586,1.4268292682926829,0.5,0.4390243902439024,2.5365853658536586,12.46341463414634,0,0.0,16.4,6.455363184079601,53.33361165615999,0.3058139534883721,0.2593023255813954,5.1,16.2,11.0,23.7,2.3,1.1,17.836929304016742,19.6,8.0,0.5,99.0,3.4,4.4,7.800000000000001,0.1361949799927246,1.9,1.7,3.5999999999999996,3.9,62,62,51,56,55,49,52,41,47,47,54,62,46,62,69,72,60,0
652,Mitch Richmond,SG,35,10.0,WAS,2000,74,69.0,32.391891891891895,6.04054054054054,14.175675675675675,42.61201143946616,1.2567567567567568,3.256756756756757,38.589211618257266,4.783783783783784,10.91891891891892,43.81188118811881,47.044804575786465,4.027027027027027,4.594594594594595,87.6470588235294,0.5,2.3783783783783785,2.8783783783783785,2.5,2.081081081081081,1.4864864864864864,0.1756756756756756,0.7702702702702703,2.581081081081081,17.364864864864863,0,0.0,16.5,5.724179104477613,53.60420490572335,0.2297426120114394,0.3241182078169685,1.8,8.6,5.1,13.5,2.4,0.4,11.385479816649417,25.0,-2.6,2.0,108.0,3.8,1.4,5.199999999999999,0.1041301627033792,1.3,-0.2,1.1,1.9,62,62,40,61,63,51,55,54,66,74,65,65,55,57,61,54,44,0
657,David Robinson,C,35,11.59,SA,2000,80,80.0,31.9625,6.6,12.8875,51.21241513094083,0.0,0.025,0.0,6.6,12.8625,51.31195335276968,51.21241513094083,4.6375,6.3875,72.6027397260274,2.4125,7.2125,9.625,1.775,2.05,1.2125,2.2875,0.825,3.0875,17.8375,0,0.0,24.6,14.247960199004975,56.81456236463244,0.0019398642095053,0.495635305528613,9.0,24.5,17.1,10.3,2.0,4.9,11.55059725039441,25.6,8.8,3.5,92.0,6.2,6.4,12.6,0.2365271802894016,3.1,2.7,5.800000000000001,5.0,64,64,73,66,61,62,50,56,66,47,51,40,49,55,57,52,54,1
664,Dennis Rodman,F,39,0.0,DAL,2000,12,12.0,32.416666666666664,1.0,2.5833333333333335,38.70967741935484,0.0,0.0833333333333333,0.0,1.0,2.5,40.0,38.70967741935484,0.8333333333333334,1.1666666666666667,71.42857142857143,4.0,10.25,14.25,1.1666666666666667,1.5833333333333333,0.1666666666666666,0.0833333333333333,0.4166666666666667,3.4166666666666665,2.8333333333333335,0,0.0,8.4,-0.402547263681592,45.7481162540366,0.032258064516129,0.4516129032258064,13.3,33.8,23.6,4.6,0.3,0.2,33.831908831908834,6.4,-11.7,-9.5,103.0,0.1,0.5,0.6,0.0740359897172236,-2.5,-0.7,-3.2,-0.1,40,40,54,45,11,0,50,26,42,30,20,29,40,80,39,42,78,0
672,Arvydas Sabonis,C,36,9.82,POR,2000,66,61.0,25.575757575757574,4.575757575757576,9.06060606060606,50.50167224080268,0.106060606060606,0.2878787878787879,36.84210526315789,4.46969696969697,8.772727272727273,50.94991364421416,51.08695652173913,2.5303030303030303,3.0,84.34343434343434,1.4696969696969695,6.303030303030303,7.772727272727272,1.7878787878787878,1.4696969696969695,0.6515151515151515,1.181818181818182,0.3636363636363636,2.787878787878788,11.787878787878787,0,0.0,20.3,6.516855721393036,56.77837459131248,0.0317725752508361,0.3311036789297659,7.1,27.6,17.9,12.0,1.4,3.4,12.402188922415998,21.4,9.7,3.2,96.0,3.6,3.5,7.1,0.2018957345971563,1.7,1.9,3.5999999999999996,2.4,58,58,77,54,44,45,35,44,51,61,54,45,46,50,57,51,57,0
728,John Stockton,PG,38,11.0,UTA,2000,82,82.0,29.658536585365855,4.426829268292683,8.841463414634147,50.06896551724138,0.524390243902439,1.475609756097561,35.53719008264463,3.902439024390244,7.365853658536586,52.980132450331126,53.03448275862069,2.6951219512195124,3.1341463414634148,85.99221789883269,0.5487804878048781,2.073170731707317,2.6219512195121952,8.573170731707316,2.182926829268293,1.7439024390243902,0.1829268292682926,0.5,2.341463414634146,12.073170731707316,0,0.0,22.4,11.034746268656717,59.06357388316151,0.1668965517241379,0.3544827586206897,2.3,8.3,5.4,48.1,3.1,0.5,17.599402210248947,19.3,10.2,14.6,102.0,8.2,3.1,11.3,0.2230263157894736,5.0,1.7,6.7,5.3,61,61,35,53,62,43,45,36,45,67,63,58,52,64,78,85,42,0
785,Ben Wallace,FC,26,0.89,ORL,2000,81,81.0,24.185185185185187,2.074074074074074,4.1234567901234565,50.29940119760479,0.0,0.0,0.0,2.074074074074074,4.1234567901234565,50.29940119760479,50.29940119760479,0.6666666666666666,1.4074074074074074,47.368421052631575,2.6049382716049383,5.604938271604938,8.209876543209877,0.8271604938271605,0.8271604938271605,0.8888888888888888,1.6049382716049383,0.3580246913580246,2.0,4.814814814814815,0,0.0,14.4,2.612,50.76009995835068,0.0,0.3413173652694611,11.8,25.2,18.5,4.8,1.8,4.6,14.850607323344269,9.7,1.2,1.4,96.0,1.7,3.9,5.6,0.1372128637059724,-0.3,2.1,1.8,1.9,56,56,63,54,56,59,41,19,47,16,25,32,39,67,46,42,72,0
802,Chris Webber,FC,27,11.0,SAC,2000,75,75.0,38.4,9.973333333333333,20.64,48.320413436692505,0.36,1.2666666666666666,28.421052631578945,9.613333333333332,19.373333333333335,49.6214728148658,49.19250645994832,4.1466666666666665,5.52,75.1207729468599,2.52,7.973333333333334,10.493333333333334,4.6,2.9066666666666667,1.6,1.7066666666666668,0.7466666666666667,3.52,24.453333333333333,5,0.0,23.4,14.15641791044776,53.000878531465304,0.0613695090439276,0.2674418604651162,6.8,21.8,14.3,21.1,2.0,2.9,11.190045992115635,28.2,1.2,-1.5,98.0,5.7,5.0,10.7,0.1783333333333333,3.6,2.1,5.7,5.6,71,71,64,73,66,74,71,64,61,55,76,43,58,58,68,66,62,1
