pid,Name,Pos,Age,Salary,Team,Season,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,BA,PF,PTS,TD,5x5,PER,EWA,TS%,3PAr,FT/FGA,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,+/-,On-Off,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Ovr,Pot,Hgt,Str,Spd,Jmp,End,Ins,Dnk,FT.1,2Pt,3Pt,oIQ,dIQ,Drb,Pss,Reb,is_all_star
762,P.J. Tucker,GF,22,0.41,TOR,2007,17,0.0,4.882352941176471,0.6470588235294118,1.2941176470588236,50.0,0.0,0.0,0.0,0.6470588235294118,1.2941176470588236,50.0,50.0,0.4705882352941176,0.8235294117647058,57.14285714285714,0.6470588235294118,0.7058823529411765,1.3529411764705883,0.1764705882352941,0.3529411764705882,0.1176470588235294,0.0,0.1176470588235294,0.7058823529411765,1.7647058823529411,0,0.0,12.8,0.0759800995024875,53.26704545454546,0.0,0.6363636363636364,15.4,17.2,16.3,5.7,1.2,0.0,17.564402810304454,19.1,-17.8,-19.5,107.0,0.1,0.1,0.2,0.1156626506024096,-2.0,-1.0,-3.0,0.0,41,54,48,48,44,41,35,45,47,38,38,39,42,43,47,45,54,0
382,LeBron James,GF,23,5.83,CLE,2007,78,78.0,40.8974358974359,9.897435897435898,20.78205128205128,47.62492288710673,1.2692307692307692,3.9743589743589745,31.93548387096774,8.628205128205128,16.807692307692307,51.334858886346304,50.67859346082665,6.269230769230769,8.987179487179487,69.75748930099857,1.064102564102564,5.67948717948718,6.743589743589744,6.0256410256410255,3.2051282051282053,1.6025641025641026,0.7051282051282052,0.6282051282051282,2.1923076923076925,27.333333333333332,1,0.0,24.5,17.775124378109453,55.249191475246704,0.1912399753238741,0.432449105490438,3.0,16.6,9.6,29.1,2.1,1.3,11.470836545167566,31.0,6.2,8.8,100.0,8.0,5.7,13.7,0.2061442006269592,5.9,2.2,8.100000000000001,8.1,72,81,55,79,76,79,77,66,74,41,67,33,66,54,73,70,61,1
472,Kyle Lowry,PG,21,1.01,MEM,2007,10,0.0,17.5,1.4,3.8,36.84210526315789,0.3,0.8,37.5,1.1,3.0,36.666666666666664,40.78947368421053,2.5,2.8,89.28571428571429,1.2,1.9,3.1,3.2,1.2,1.4,0.1,0.3,2.0,5.6,0,0.0,18.3,0.5084577114427862,55.643879173290934,0.2105263157894736,0.7368421052631579,8.2,13.0,10.6,27.3,4.1,0.4,19.25545571245186,16.1,17.3,23.9,108.0,0.4,0.2,0.6000000000000001,0.1645714285714286,1.1,3.5,4.6,0.3,45,59,41,42,42,43,30,40,42,47,39,44,46,54,58,57,49,0
594,Chris Paul,PG,22,3.38,NOL,2007,64,64.0,36.765625,5.953125,13.609375,43.74282433983927,0.78125,2.234375,34.96503496503497,5.171875,11.375,45.46703296703296,46.61308840413318,4.5625,5.578125,81.79271708683473,0.84375,3.53125,4.375,8.890625,2.515625,1.84375,0.046875,0.765625,2.40625,17.25,1,0.0,22.0,10.30169154228856,53.69231966383939,0.1641791044776119,0.409873708381171,2.6,11.3,6.9,41.3,2.7,0.1,13.539879570760588,23.1,-1.2,1.3,106.0,6.2,2.6,8.8,0.1795155121121972,3.6,1.4,5.0,4.2,63,74,29,57,65,65,60,49,51,58,59,48,66,59,75,75,50,1
11,Ray Allen,SG,33,16.0,BOS,2008,73,73.0,35.945205479452056,6.013698630136986,13.506849315068491,44.52332657200811,2.4657534246575343,6.191780821917808,39.823008849557525,3.547945205479452,7.315068493150685,48.50187265917603,53.65111561866126,2.9452054794520546,3.2465753424657535,90.71729957805908,1.0273972602739727,2.643835616438356,3.671232876712329,3.0821917808219177,1.7397260273972603,0.8904109589041096,0.2191780821917808,0.6164383561643836,2.0136986301369864,17.438356164383563,0,0.0,16.4,6.161830845771143,58.37949884433357,0.4584178498985801,0.2403651115618661,3.6,8.3,6.1,14.6,1.3,0.5,10.433096740273395,21.6,12.6,3.3,103.0,5.6,4.1,9.7,0.1774390243902439,2.9,0.2,3.1,3.3,60,60,40,57,63,52,49,41,55,74,68,72,55,48,63,58,47,1
16,Carmelo Anthony,F,24,13.04,DEN,2008,77,77.0,36.44155844155844,9.454545454545457,19.233766233766232,49.155975692099936,0.7532467532467533,2.1298701298701297,35.36585365853659,8.7012987012987,17.103896103896105,50.87319665907365,51.11411208642809,6.025974025974026,7.662337662337662,78.64406779661017,2.311688311688312,5.103896103896104,7.415584415584416,3.363636363636364,3.2857142857142856,1.2727272727272727,0.5064935064935064,1.2207792207792207,3.2857142857142856,25.68831168831169,0,0.0,21.1,11.279840796019904,56.81948753303458,0.1107359891964888,0.3983794733288319,7.0,14.9,11.0,16.1,1.7,1.0,12.690609951845907,30.2,2.6,-3.3,107.0,5.2,3.0,8.2,0.1402708481824661,2.5,-0.9,1.6,2.5,65,73,51,80,57,57,67,83,79,55,60,36,59,57,59,58,63,0
61,Chauncey Billups,G,32,10.0,DET,2008,78,78.0,32.333333333333336,5.038461538461538,11.243589743589745,44.81185860889396,1.7564102564102564,4.384615384615385,40.058479532163744,3.282051282051282,6.858974358974359,47.85046728971963,52.62257696693272,5.141025641025641,5.602564102564102,91.76201372997711,0.5384615384615384,2.1794871794871793,2.717948717948718,6.782051282051282,2.051282051282051,1.294871794871795,0.2179487179487179,0.3205128205128205,1.6666666666666667,16.974358974358974,0,0.0,23.6,12.89858706467662,61.910818494688016,0.3899657924743444,0.4982896237172178,2.0,8.1,5.0,34.7,2.2,0.5,13.015749056358194,23.0,10.9,6.3,105.0,10.2,3.4,13.6,0.2588421887390959,6.5,1.2,7.7,6.2,68,68,33,57,81,67,59,47,51,75,59,61,65,54,84,85,48,1
76,Chris Bosh,FC,24,12.46,TOR,2008,67,67.0,36.19402985074627,7.567164179104478,15.328358208955224,49.36708860759494,0.1492537313432835,0.373134328358209,40.0,7.417910447761194,14.955223880597014,49.600798403193615,49.8539435248296,7.044776119402985,8.343283582089553,84.43649373881932,2.5970149253731343,6.104477611940299,8.701492537313433,2.5522388059701493,2.283582089552239,0.9402985074626866,1.0,0.9552238805970148,2.343283582089552,22.328358208955223,0,0.0,23.8,12.305970149253731,58.76068376068376,0.0243427458617332,0.5443037974683544,8.4,20.1,14.2,12.1,1.4,2.2,10.72961373390558,27.7,7.8,11.1,105.0,7.0,3.1,10.1,0.1999175257731958,4.0,0.4,4.4,3.9,65,72,62,72,59,58,56,67,77,62,52,36,62,51,57,53,69,0
103,Kobe Bryant,GF,30,19.49,LAL,2008,82,82.0,38.926829268292686,9.451219512195122,20.609756097560975,45.857988165680474,1.829268292682927,5.060975609756097,36.144578313253014,7.621951219512195,15.548780487804878,49.01960784313725,50.29585798816568,7.597560975609756,9.048780487804878,83.9622641509434,1.146341463414634,5.158536585365853,6.304878048780488,5.378048780487805,3.1341463414634148,1.8414634146341464,0.4878048780487805,0.8048780487804879,2.768292682926829,28.32926829268293,0,0.0,24.2,17.405134328358205,57.600372927080855,0.2455621301775148,0.4390532544378698,3.4,14.1,9.0,23.9,2.4,0.9,11.30425603040273,31.4,9.0,7.0,105.0,9.5,4.3,13.8,0.2075187969924812,5.2,0.6,5.8,6.3,72,72,45,78,69,64,77,75,78,65,69,36,67,66,74,71,57,1
122,Vince Carter,GF,31,13.32,BKN,2008,76,72.0,38.93421052631579,7.723684210526316,16.93421052631579,45.60994560994561,1.2894736842105263,3.5921052631578947,35.8974358974359,6.434210526315789,13.342105263157896,48.22485207100592,49.417249417249415,4.605263157894737,5.644736842105263,81.58508158508158,1.4736842105263157,4.4868421052631575,5.9605263157894735,5.118421052631579,2.3815789473684212,1.2236842105263157,0.4342105263157895,0.6710526315789473,3.1710526315789473,21.342105263157897,0,0.0,18.8,9.77500497512438,54.95473518729332,0.2121212121212121,0.3333333333333333,4.4,13.4,8.9,25.2,1.6,0.9,10.92493783046428,25.6,-2.4,13.1,110.0,5.5,2.2,7.7,0.124907063197026,2.6,-0.3,2.3000000000000003,3.3,63,63,46,63,56,50,58,54,63,60,65,49,62,55,68,64,56,0
227,Tim Duncan,FC,32,19.01,SA,2008,78,78.0,33.98717948717949,7.5,15.102564102564102,49.660441426146015,0.0,0.0512820512820512,0.0,7.5,15.051282051282053,49.829642248722315,49.660441426146015,4.333333333333333,5.935897435897436,73.00215982721382,3.0384615384615383,8.256410256410257,11.294871794871796,2.7948717948717947,2.282051282051282,0.717948717948718,1.948717948717949,1.3461538461538465,2.371794871794872,19.333333333333332,0,0.0,24.4,14.085910447761188,54.56966679211418,0.0033955857385398,0.3930390492359932,10.7,28.3,19.6,15.7,1.1,4.3,11.412304772651504,28.2,8.2,8.4,97.0,4.9,6.2,11.1,0.2009807619766126,3.0,2.2,5.2,4.8,65,65,71,75,52,53,53,66,66,50,57,38,58,53,59,59,77,1
270,Kevin Garnett,FC,32,23.75,BOS,2008,71,71.0,32.7887323943662,7.52112676056338,13.943661971830986,53.939393939393945,0.0,0.1549295774647887,0.0,7.52112676056338,13.788732394366198,54.54545454545454,53.939393939393945,3.788732394366197,4.732394366197183,80.05952380952381,1.9014084507042253,7.323943661971831,9.225352112676056,3.436619718309859,1.943661971830986,1.408450704225352,1.2535211267605637,0.4225352112676056,2.295774647887324,18.830985915492956,0,0.0,25.3,13.20358208955224,58.75166983055614,0.0111111111111111,0.3393939393939394,7.3,25.1,16.8,19.9,2.3,3.1,10.81640331075997,25.5,16.4,11.8,94.0,6.6,6.2,12.8,0.2639175257731959,4.7,3.5,8.2,6.0,65,65,64,67,55,50,50,51,62,56,62,39,55,66,61,58,67,1
273,Pau Gasol,FC,28,13.74,LAL,2008,27,27.0,34.0,7.2592592592592595,12.333333333333334,58.85885885885885,0.0,0.037037037037037,0.0,7.2592592592592595,12.296296296296296,59.036144578313255,58.85885885885885,4.296296296296297,5.444444444444445,78.91156462585033,2.259259259259259,5.555555555555555,7.814814814814815,3.5185185185185186,1.6296296296296295,0.5185185185185185,1.5555555555555556,0.7037037037037037,2.0,18.814814814814813,0,0.0,24.0,4.731582089552239,63.87044860189096,0.003003003003003,0.4414414414414414,7.7,17.4,12.8,17.0,0.8,3.3,9.961963412425286,21.2,14.1,8.3,105.0,3.4,1.2,4.6,0.2405228758169934,4.7,0.8,5.5,1.7,61,61,66,64,60,61,51,47,64,55,53,40,55,37,60,55,62,1
286,Manu Ginóbili,SG,31,9.08,SA,2008,74,23.0,31.06756756756757,6.121621621621622,13.297297297297296,46.03658536585366,2.108108108108108,5.256756756756757,40.102827763496144,4.013513513513513,8.04054054054054,49.91596638655462,53.963414634146346,5.135135135135135,5.972972972972973,85.97285067873304,0.8513513513513513,3.932432432432433,4.783783783783784,4.486486486486487,2.702702702702702,1.472972972972973,0.4459459459459459,0.5945945945945946,2.3378378378378377,19.486486486486488,0,0.0,24.3,12.627343283582093,61.18050369968094,0.3953252032520325,0.4491869918699187,3.3,14.7,9.1,26.4,2.6,1.1,14.50873425802333,28.7,9.2,9.3,100.0,6.6,4.5,11.1,0.2317529360591561,5.6,2.7,8.3,6.0,68,68,47,63,67,58,60,64,61,65,59,57,56,64,74,74,54,0
340,Grant Hill,GF,36,1.83,PHO,2008,70,68.0,31.742857142857144,5.114285714285714,10.17142857142857,50.28089887640449,0.4714285714285714,1.4857142857142858,31.73076923076923,4.642857142857143,8.685714285714285,53.45394736842105,52.59831460674157,2.4285714285714284,2.8,86.73469387755102,1.0571428571428572,3.9857142857142858,5.042857142857143,2.9,1.3714285714285714,0.9285714285714286,0.8,0.4571428571428571,2.1857142857142855,13.128571428571428,0,0.0,15.7,4.598766169154228,57.56414111044298,0.146067415730337,0.2752808988764045,4.1,13.1,9.0,13.1,1.5,1.6,10.735373054213634,18.0,7.5,4.1,108.0,3.8,2.1,5.9,0.1274527452745274,0.9,0.5,1.4,1.9,56,56,51,55,55,44,29,33,58,64,60,51,48,52,65,57,48,0
356,Dwight Howard,FC,23,6.06,ORL,2008,82,82.0,37.65853658536585,7.109756097560975,11.878048780487806,59.856262833675565,0.0,0.048780487804878,0.0,7.109756097560975,11.829268292682928,60.103092783505154,59.856262833675565,6.451219512195122,10.939024390243905,58.97435897435898,3.402439024390244,10.75609756097561,14.158536585365852,1.3414634146341464,3.207317073170732,0.902439024390244,2.1463414634146343,0.8780487804878049,3.341463414634146,20.67073170731707,0,0.0,22.9,14.564298507462684,61.92097495397024,0.0041067761806981,0.9209445585215604,10.9,31.6,21.7,6.1,1.2,4.2,16.118356540498134,24.2,7.5,8.0,99.0,6.4,6.4,12.8,0.1989637305699482,1.6,1.2,2.8,3.7,64,74,62,93,58,48,62,87,83,26,18,32,58,50,46,52,82,1
372,Allen Iverson,G,33,19.01,DEN,2008,82,82.0,41.75609756097561,8.682926829268293,18.97560975609756,45.75835475578406,1.1585365853658536,3.3536585365853657,34.54545454545455,7.524390243902439,15.621951219512194,48.16549570647931,48.811053984575835,7.865853658536586,9.71951219512195,80.92848180677541,0.573170731707317,2.3902439024390243,2.9634146341463414,7.146341463414634,2.9878048780487805,1.951219512195122,0.1463414634146341,1.195121951219512,1.329268292682927,26.390243902439025,0,0.0,20.9,13.832278606965174,56.74785491010552,0.1767352185089974,0.5122107969151671,1.5,6.1,3.8,27.4,2.2,0.2,11.386451516954192,26.7,4.9,9.8,109.0,8.9,2.8,11.7,0.164018691588785,3.4,-0.7,2.7,4.0,70,70,25,76,88,73,70,65,78,58,61,42,67,58,80,75,51,1
428,Jason Kidd,G,35,19.73,DAL,2008,29,29.0,34.86206896551724,3.586206896551724,8.413793103448276,42.62295081967213,1.206896551724138,2.6206896551724137,46.05263157894737,2.3793103448275863,5.793103448275862,41.07142857142857,49.795081967213115,1.5172413793103448,1.862068965517241,81.48148148148148,1.2413793103448276,5.241379310344827,6.482758620689655,9.517241379310343,2.793103448275862,2.1379310344827585,0.3793103448275862,0.3793103448275862,2.586206896551724,9.89655172413793,1,0.0,18.4,3.0782686567164177,53.592769644457725,0.3114754098360656,0.221311475409836,4.3,16.8,10.7,41.1,3.3,0.8,23.225140497763505,16.1,6.9,2.4,102.0,1.6,1.7,3.3,0.1566765578635014,2.2,2.2,4.4,1.6,60,60,42,52,47,36,43,40,39,60,48,62,37,78,68,87,65,0
512,Tracy McGrady,GF,29,19.01,HOU,2008,66,62.0,36.96969696969697,8.303030303030303,19.803030303030305,41.92807957153787,1.303030303030303,4.46969696969697,29.152542372881356,7.0,15.333333333333334,45.65217391304348,45.21805661820964,3.712121212121212,5.424242424242424,68.43575418994413,0.6363636363636364,4.5,5.136363636363637,5.863636363636363,2.4242424242424243,1.0303030303030305,0.4545454545454545,0.7878787878787878,1.378787878787879,21.62121212121212,1,0.0,18.4,7.672039800995023,48.71903422281703,0.2257077276205049,0.2739097169089518,2.0,13.5,7.8,29.6,1.5,0.9,9.849063107871864,30.4,6.1,1.5,103.0,2.0,3.8,5.8,0.1140983606557377,2.4,0.5,2.9,3.1,66,66,51,66,69,68,60,61,60,42,67,42,66,47,72,66,59,0
532,Yao Ming,C,28,13.76,HOU,2008,55,55.0,37.16363636363637,7.8545454545454545,15.49090909090909,50.70422535211267,0.0,0.0363636363636363,0.0,7.8545454545454545,15.454545454545457,50.8235294117647,50.70422535211267,6.2727272727272725,7.381818181818182,84.97536945812809,3.127272727272727,7.672727272727273,10.8,2.3454545454545452,3.327272727272727,0.4545454545454545,2.018181818181818,1.0909090909090908,3.109090909090909,21.98181818181818,0,0.0,22.5,9.681034825870649,58.65287588294651,0.0023474178403755,0.4765258215962441,9.6,22.9,16.4,11.5,0.6,4.0,15.07860650604792,27.1,4.6,-2.0,99.0,4.2,4.1,8.3,0.1949119373776908,1.8,1.6,3.4000000000000004,2.8,60,60,88,68,49,50,51,79,73,59,46,16,48,38,50,51,65,1
552,Alonzo Mourning,FC,38,2.76,MIA,2008,25,0.0,15.56,2.08,3.8,54.736842105263165,0.0,0.0,0.0,2.08,3.8,54.736842105263165,54.736842105263165,1.8,3.04,59.210526315789465,1.36,2.36,3.72,0.28,1.0,0.16,1.68,0.36,2.24,5.96,0,0.0,16.2,0.7973532338308456,58.00373715353473,0.0,0.8,10.3,18.5,14.3,3.1,0.5,8.6,16.29301355578728,18.7,-3.9,6.2,106.0,0.3,0.5,0.8,0.0987146529562982,-2.5,1.1,-1.4,0.1,34,34,79,48,19,14,1,54,61,32,27,35,37,41,43,34,44,0
560,Dikembe Mutombo,C,42,1.22,HOU,2008,39,25.0,15.871794871794872,1.1025641025641026,2.051282051282051,53.75,0.0,0.0,0.0,1.1025641025641026,2.051282051282051,53.75,53.75,0.8205128205128205,1.1538461538461535,71.11111111111111,1.7435897435897436,3.358974358974359,5.102564102564102,0.1282051282051282,0.4358974358974359,0.282051282051282,1.2307692307692308,0.3846153846153846,1.4102564102564104,3.0256410256410255,0,0.0,14.5,0.9608358208955226,59.118236472945895,0.0,0.5625,12.6,23.5,18.1,1.2,0.9,5.7,14.554794520547944,8.6,5.1,-0.6,97.0,0.9,1.4,2.3,0.1783521809369951,-1.2,2.5,1.3,0.5,33,33,82,42,15,5,0,14,59,38,27,38,27,48,51,37,52,0
564,Steve Nash,PG,34,11.38,PHO,2008,81,81.0,34.32098765432099,5.987654320987654,11.876543209876544,50.41580041580042,2.2098765432098766,4.703703703703703,46.98162729658792,3.7777777777777777,7.172839506172839,52.667814113597245,59.71933471933472,2.740740740740741,3.0246913580246915,90.6122448979592,0.345679012345679,3.135802469135802,3.4814814814814814,11.08641975308642,3.641975308641975,0.654320987654321,0.0617283950617283,0.3086419753086419,1.3950617283950617,16.925925925925927,0,0.0,21.1,11.17532338308458,64.07739764441952,0.396049896049896,0.2546777546777546,1.2,9.6,5.7,47.3,0.9,0.1,21.61488862837046,22.0,10.0,14.5,112.0,9.0,1.4,10.4,0.179568345323741,5.8,-1.8,4.0,4.2,67,67,36,62,71,59,66,56,44,77,74,74,46,46,94,100,63,0
576,Dirk Nowitzki,FC,30,16.36,DAL,2008,77,77.0,35.96103896103896,8.181818181818182,17.064935064935064,47.94520547945205,1.025974025974026,2.857142857142857,35.90909090909091,7.1558441558441555,14.207792207792208,50.36563071297989,50.951293759512936,6.207792207792208,7.064935064935065,87.86764705882352,1.2337662337662338,7.324675324675325,8.558441558441558,3.4545454545454546,2.0779220779220777,0.6623376623376623,0.922077922077922,0.7532467532467533,2.5714285714285716,23.5974025974026,1,0.0,24.6,14.933313432835824,58.48612040995004,0.167427701674277,0.4140030441400304,4.1,22.8,13.8,17.8,1.0,1.9,9.33837605640379,28.8,8.6,11.8,104.0,8.9,4.0,12.9,0.2236186348862405,5.6,1.0,6.6,6.0,67,67,66,69,58,58,61,60,69,70,69,44,66,46,66,60,64,1
590,Shaquille O'Neal,C,36,20.0,PHO,2008,28,28.0,28.678571428571427,5.0,8.178571428571429,61.135371179039296,0.0,0.0,0.0,5.0,8.178571428571429,61.135371179039296,61.135371179039296,2.9285714285714284,5.714285714285714,51.24999999999999,2.392857142857143,8.178571428571429,10.571428571428571,1.7142857142857142,2.9642857142857144,0.4642857142857143,1.2142857142857142,0.3571428571428571,3.357142857142857,12.928571428571429,0,0.0,16.5,1.8856517412935323,60.45424181696727,0.0,0.6986899563318777,10.3,29.8,20.8,8.8,0.8,2.8,21.705020920502093,21.3,6.1,0.5,103.0,0.4,1.2,1.6,0.0956413449564134,-1.0,0.4,-0.6,0.3,49,49,81,70,28,18,25,80,70,18,20,30,39,48,45,49,64,1
593,Tony Parker,PG,26,10.5,SA,2008,69,68.0,33.507246376811594,7.463768115942029,15.115942028985508,49.37679769894535,0.2463768115942029,0.9565217391304348,25.75757575757576,7.217391304347826,14.159420289855072,50.97236438075742,50.191754554170664,3.5942028985507246,5.028985507246377,71.46974063400576,0.4347826086956521,2.768115942028986,3.2028985507246377,5.956521739130435,2.3768115942028984,0.7971014492753623,0.1159420289855072,0.9855072463768116,1.3478260869565215,18.768115942028984,0,0.0,20.0,8.281791044776119,54.15328515990901,0.0632790028763183,0.3326941514860978,1.6,9.6,5.6,34.1,1.3,0.3,12.06166156742763,28.2,7.8,5.8,105.0,3.9,3.2,7.1,0.1474048442906574,2.5,-0.1,2.4,2.6,59,60,29,64,74,71,59,57,58,45,63,38,59,41,69,65,52,1
607,Paul Pierce,GF,31,16.36,BOS,2008,80,80.0,35.925,6.3625,13.725,46.357012750455375,1.7875,4.5625,39.178082191780824,4.575,9.1625,49.931787175989086,52.86885245901639,5.1125,6.0625,84.3298969072165,0.6625,4.475,5.1375,4.5375,2.7625,1.2625,0.45,0.8625,2.5,19.625,0,0.0,19.6,10.409313432835823,59.85969193228611,0.3324225865209472,0.4417122040072859,2.3,14.0,8.5,21.8,1.9,1.0,14.421821978595666,24.8,14.2,9.8,100.0,6.7,5.7,12.4,0.207098121085595,3.3,1.4,4.699999999999999,5.0,66,66,48,65,70,61,61,57,64,63,54,56,54,56,70,69,54,1
777,Dwyane Wade,G,26,13.04,MIA,2008,51,49.0,38.31372549019608,8.607843137254902,18.37254901960784,46.85165421558165,0.4313725490196078,1.5098039215686274,28.57142857142857,8.176470588235293,16.862745098039216,48.48837209302326,48.025613660619,6.9411764705882355,9.15686274509804,75.80299785867237,0.8823529411764706,3.313725490196078,4.196078431372549,6.9411764705882355,4.392156862745098,1.7058823529411764,0.7254901960784313,0.803921568627451,2.686274509803922,24.58823529411765,0,0.0,21.5,8.360398009950249,54.88061060149849,0.0821771611526147,0.4983991462113127,2.7,10.5,6.6,37.5,2.4,1.5,16.392482875709852,33.1,-6.9,5.3,110.0,1.8,1.5,3.3,0.081064483111566,3.1,-0.2,2.9,2.3,67,67,47,67,81,80,63,71,68,56,65,31,52,53,70,71,44,1
785,Ben Wallace,FC,34,15.5,CLE,2008,22,22.0,26.272727272727273,1.681818181818182,3.6818181818181817,45.67901234567901,0.0,0.0,0.0,1.681818181818182,3.6818181818181817,45.67901234567901,45.67901234567901,0.8636363636363636,2.0,43.18181818181818,2.6818181818181817,4.7272727272727275,7.409090909090909,0.5909090909090909,0.8181818181818182,0.8636363636363636,1.681818181818182,0.2272727272727272,1.5909090909090908,4.2272727272727275,0,0.0,12.4,0.3105671641791044,46.333200478278194,0.0,0.5432098765432098,11.3,21.2,16.1,3.3,1.8,5.0,15.207840486650896,9.3,0.2,0.4,102.0,0.2,1.0,1.2,0.0996539792387543,-2.0,1.6,-0.3999999999999999,0.2,57,57,59,51,52,51,28,21,54,14,22,32,42,78,55,48,74,0
802,Chris Webber,FC,35,19.6,GS,2008,9,8.0,14.0,1.6666666666666667,3.4444444444444446,48.38709677419355,0.0,0.0,0.0,1.6666666666666667,3.4444444444444446,48.38709677419355,48.38709677419355,0.5555555555555556,1.3333333333333333,41.66666666666667,0.2222222222222222,3.3333333333333335,3.5555555555555554,2.0,1.2222222222222223,0.4444444444444444,0.6666666666666666,0.0,1.8888888888888888,3.888888888888889,0,0.0,10.7,-0.0175522388059702,48.23594266813671,0.0,0.3870967741935484,1.6,26.5,13.6,19.3,1.5,3.5,23.26565143824027,15.8,-8.4,-10.7,105.0,-0.1,0.2,0.1,0.0380952380952381,-3.6,2.5,-1.1,0.0,49,49,56,48,45,43,33,44,44,39,40,42,43,48,56,57,53,0
848,Thaddeus Young,PF,20,1.83,PHI,2008,74,22.0,21.0,3.5675675675675675,6.621621621621622,53.87755102040816,0.081081081081081,0.2567567567567567,31.57894736842105,3.4864864864864864,6.364864864864865,54.77707006369427,54.48979591836734,1.027027027027027,1.391891891891892,73.7864077669903,1.6216216216216215,2.5945945945945947,4.216216216216216,0.7837837837837838,0.8648648648648649,0.9864864864864864,0.1081081081081081,0.4054054054054054,1.7027027027027026,8.243243243243244,0,0.0,16.5,3.092537313432836,56.97526712994097,0.0387755102040816,0.210204081632653,9.1,14.8,11.9,6.2,2.5,0.4,10.67876927184142,17.4,6.8,11.1,106.0,2.6,2.0,4.6,0.142084942084942,0.2,0.3,0.5,1.0,55,72,51,58,51,48,33,42,56,45,49,43,47,61,52,45,59,0
351,Al Horford,C,22,3.75,ATL,2008,81,77.0,31.358024691358025,4.111111111111111,8.246913580246913,49.8502994011976,0.0,0.0617283950617283,0.0,4.111111111111111,8.185185185185185,50.2262443438914,49.8502994011976,1.9135802469135803,2.617283950617284,73.11320754716981,3.061728395061728,6.62962962962963,9.691358024691358,1.530864197530864,1.691358024691358,0.7407407407407407,0.9382716049382716,0.6049382716049383,3.2962962962962963,10.135802469135802,0,0.0,14.7,4.144875621890548,53.92234131988231,0.0074850299401197,0.3173652694610778,11.4,24.5,18.0,7.9,1.2,2.2,15.251369283519615,16.0,-2.7,-1.8,106.0,2.4,3.0,5.4,0.1020472440944882,-1.2,-0.3,-1.5,0.3,54,67,60,59,43,43,41,46,52,43,38,39,47,53,51,51,72,0
382,LeBron James,GF,24,13.04,CLE,2008,75,74.0,40.36,10.586666666666666,21.893333333333334,48.355663824604136,1.5066666666666666,4.786666666666667,31.47632311977716,9.08,17.106666666666666,53.078721745908034,51.79658952496955,7.32,10.28,71.20622568093385,1.7733333333333334,6.12,7.893333333333333,7.1866666666666665,3.4,1.84,1.08,0.8133333333333334,2.2,30.0,7,0.0,29.1,22.40883582089552,56.78262098483777,0.2186358099878197,0.4695493300852619,4.9,17.8,11.1,37.3,2.4,2.1,11.40306943798519,33.5,2.4,10.9,104.0,10.7,4.6,15.3,0.2426164519326065,8.2,2.6,10.8,9.8,74,78,55,81,76,80,78,72,71,42,71,34,69,59,73,72,62,1
472,Kyle Lowry,PG,22,1.09,MEM,2008,82,9.0,25.47560975609756,3.1219512195121952,7.219512195121951,43.24324324324324,0.4390243902439024,1.7073170731707317,25.71428571428571,2.682926829268293,5.512195121951219,48.67256637168141,46.28378378378378,2.9634146341463414,4.2439024390243905,69.82758620689656,0.5,2.548780487804878,3.048780487804878,3.609756097560976,1.548780487804878,1.1219512195121952,0.2682926829268293,0.8048780487804879,2.2560975609756095,9.646341463414634,0,0.0,14.3,2.7437611940298514,53.078698733089965,0.2364864864864864,0.5878378378378378,2.2,11.3,6.7,21.8,2.2,0.8,14.562216208778608,18.6,-4.6,4.4,111.0,2.1,1.3,3.4000000000000004,0.0781235040689325,-1.2,0.3,-0.8999999999999999,0.6,58,69,33,53,70,69,44,43,55,41,36,45,54,52,70,65,47,0
300,Jeff Green,FC,22,3.06,OKC,2008,80,52.0,28.1625,4.0,9.3625,42.72363150867824,0.2625,0.95,27.631578947368425,3.7375,8.4125,44.42793462109955,44.12550066755674,2.2125,2.975,74.36974789915966,1.2625,3.475,4.7375,1.4875,1.975,0.575,0.6125,0.6375,2.475,10.475,0,0.0,9.8,-1.1208955223880597,49.07932343157007,0.1014686248331108,0.3177570093457944,4.9,13.4,9.2,8.2,1.0,1.6,15.616969121891431,19.4,-11.0,-4.4,111.0,-1.3,1.5,0.1999999999999999,0.0042609853528628,-3.4,-0.6,-4.0,-1.2,51,66,51,59,58,60,40,51,58,47,44,43,40,39,50,48,52,0
230,Kevin Durant,GF,20,4.17,OKC,2008,80,80.0,34.6,7.3375,17.075,42.972181551976576,0.7375,2.5625,28.78048780487805,6.6,14.5125,45.47803617571059,45.13177159590044,4.8875,5.6,87.27678571428571,0.875,3.475,4.35,2.4,2.9,0.975,0.9375,1.0625,1.525,20.3,0,0.0,15.8,5.838965174129354,51.9473872767286,0.1500732064421669,0.3279648609077599,2.8,10.9,6.9,12.0,1.4,1.9,12.9239270912251,28.1,-11.6,-8.7,110.0,0.4,1.9,2.3,0.0398843930635838,0.5,-0.7,-0.1999999999999999,1.3,63,78,59,71,76,80,46,64,71,68,61,45,46,41,57,55,50,0
