PLAYER_ID,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,FG_PCT,FG3_PCT,FT_PCT,full_name,MIN_PG,FGM_PG,FGA_PG,FG3M_PG,FG3A_PG,FTM_PG,FTA_PG,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,PF_PG,PTS_PG
203500,2022-23,1610612763,MEM,29.0,42,42,0.597,0.0,0.364,Steven Adams,26.976190476190474,3.738095238095238,6.261904761904762,0.0,0.023809523809523808,1.119047619047619,3.0714285714285716,5.095238095238095,6.4523809523809526,11.547619047619047,2.3095238095238093,0.8571428571428571,1.0952380952380953,1.880952380952381,2.3333333333333335,8.595238095238095
203500,2024-25,1610612745,HOU,31.0,58,3,0.545,0.0,0.462,Steven Adams,13.689655172413794,1.5689655172413792,2.8793103448275863,0.0,0.034482758620689655,0.7413793103448276,1.603448275862069,2.8620689655172415,2.7758620689655173,5.637931034482759,1.1379310344827587,0.3793103448275862,0.4827586206896552,0.9310344827586207,1.0344827586206897,3.8793103448275863
1628389,2017-18,1610612748,MIA,20.0,69,19,0.512,0.0,0.721,Bam Adebayo,19.82608695652174,2.5217391304347827,4.927536231884058,0.0,0.10144927536231885,1.8695652173913044,2.5942028985507246,1.710144927536232,3.8115942028985508,5.521739130434782,1.463768115942029,0.463768115942029,0.5942028985507246,0.9565217391304348,2.0,6.913043478260869
1628389,2018-19,1610612748,MIA,21.0,82,28,0.576,0.2,0.735,Bam Adebayo,23.329268292682926,3.4146341463414633,5.926829268292683,0.036585365853658534,0.18292682926829268,2.024390243902439,2.7560975609756095,2.0121951219512195,5.2682926829268295,7.280487804878049,2.2439024390243905,0.8658536585365854,0.7926829268292683,1.475609756097561,2.475609756097561,8.890243902439025
1628389,2019-20,1610612748,MIA,22.0,72,72,0.557,0.143,0.691,Bam Adebayo,33.56944444444444,6.111111111111111,10.972222222222221,0.027777777777777776,0.19444444444444445,3.6666666666666665,5.305555555555555,2.4444444444444446,7.763888888888889,10.208333333333334,5.111111111111111,1.1388888888888888,1.2916666666666667,2.8333333333333335,2.5277777777777777,15.916666666666666
1628389,2020-21,1610612748,MIA,23.0,64,64,0.57,0.25,0.799,Bam Adebayo,33.484375,7.125,12.5,0.03125,0.125,4.421875,5.53125,2.21875,6.734375,8.953125,5.40625,1.171875,1.03125,2.640625,2.265625,18.703125
1628389,2021-22,1610612748,MIA,24.0,56,56,0.557,0.0,0.753,Bam Adebayo,32.589285714285715,7.25,13.017857142857142,0.0,0.10714285714285714,4.571428571428571,6.071428571428571,2.4464285714285716,7.625,10.071428571428571,3.392857142857143,1.4285714285714286,0.7857142857142857,2.642857142857143,3.0535714285714284,19.071428571428573
1628389,2022-23,1610612748,MIA,25.0,75,75,0.54,0.083,0.806,Bam Adebayo,34.64,8.026666666666667,14.853333333333333,0.013333333333333334,0.16,4.32,5.36,2.453333333333333,6.72,9.173333333333334,3.2,1.1733333333333333,0.8133333333333334,2.493333333333333,2.7733333333333334,20.386666666666667
1628389,2023-24,1610612748,MIA,26.0,71,71,0.521,0.357,0.755,Bam Adebayo,34.028169014084504,7.464788732394366,14.32394366197183,0.2112676056338028,0.5915492957746479,4.112676056338028,5.450704225352113,2.23943661971831,8.140845070422536,10.380281690140846,3.915492957746479,1.1408450704225352,0.9295774647887324,2.2816901408450705,2.23943661971831,19.253521126760564
1628389,2024-25,1610612748,MIA,27.0,78,78,0.485,0.357,0.765,Bam Adebayo,34.282051282051285,6.923076923076923,14.26923076923077,1.0128205128205128,2.8333333333333335,3.217948717948718,4.205128205128205,2.371794871794872,7.230769230769231,9.602564102564102,4.32051282051282,1.2564102564102564,0.6794871794871795,2.0641025641025643,2.076923076923077,18.076923076923077
1630534,2022-23,1610612762,UTA,23.0,59,22,0.427,0.355,0.812,Ochai Agbaji,20.491525423728813,2.7966101694915255,6.5423728813559325,1.3728813559322033,3.864406779661017,0.9491525423728814,1.1694915254237288,0.7288135593220338,1.3220338983050848,2.0508474576271185,1.1355932203389831,0.2711864406779661,0.2542372881355932,0.6949152542372882,1.6779661016949152,7.915254237288136
1630534,2023-24,1610612762,UTA,24.0,51,10,0.426,0.331,0.75,Ochai Agbaji,19.666666666666668,2.0784313725490198,4.882352941176471,0.9215686274509803,2.784313725490196,0.29411764705882354,0.39215686274509803,0.6862745098039216,1.7843137254901962,2.4705882352941178,0.9215686274509803,0.5294117647058824,0.5686274509803921,0.6666666666666666,1.2941176470588236,5.372549019607843
1630534,2023-24,1610612761,TOR,24.0,27,18,0.391,0.217,0.611,Ochai Agbaji,23.62962962962963,2.6666666666666665,6.814814814814815,0.5555555555555556,2.5555555555555554,0.8148148148148148,1.3333333333333333,1.4444444444444444,1.8888888888888888,3.3333333333333335,1.3333333333333333,0.7407407407407407,0.5555555555555556,1.1111111111111112,1.8888888888888888,6.703703703703703
1630534,2023-24,0,TOT,24.0,78,28,0.411,0.294,0.661,Ochai Agbaji,21.05128205128205,2.282051282051282,5.551282051282051,0.7948717948717948,2.7051282051282053,0.47435897435897434,0.717948717948718,0.9487179487179487,1.8205128205128205,2.769230769230769,1.064102564102564,0.6025641025641025,0.5641025641025641,0.8205128205128205,1.5,5.833333333333333
1630534,2024-25,1610612761,TOR,24.0,64,45,0.498,0.399,0.708,Ochai Agbaji,27.171875,4.15625,8.34375,1.578125,3.953125,0.53125,0.75,0.953125,2.828125,3.78125,1.53125,0.90625,0.46875,0.84375,1.953125,10.421875
1630583,2021-22,1610612763,MEM,21.0,32,0,0.402,0.125,0.625,Santi Aldama,11.25,1.65625,4.125,0.1875,1.5,0.625,1.0,1.03125,1.6875,2.71875,0.65625,0.1875,0.3125,0.5,1.125,4.125
1630583,2022-23,1610612763,MEM,22.0,77,20,0.47,0.353,0.75,Santi Aldama,21.844155844155843,3.207792207792208,6.818181818181818,1.2207792207792207,3.4545454545454546,1.4025974025974026,1.87012987012987,1.103896103896104,3.7142857142857144,4.818181818181818,1.2597402597402598,0.5844155844155844,0.6233766233766234,0.7792207792207793,1.8571428571428572,9.03896103896104
1630583,2023-24,1610612763,MEM,23.0,61,35,0.435,0.349,0.621,Santi Aldama,26.524590163934427,4.049180327868853,9.311475409836065,1.7377049180327868,4.983606557377049,0.8852459016393442,1.4262295081967213,1.180327868852459,4.590163934426229,5.770491803278689,2.262295081967213,0.7049180327868853,0.8852459016393442,1.1311475409836065,1.459016393442623,10.721311475409836
1630583,2024-25,1610612763,MEM,24.0,65,16,0.483,0.368,0.691,Santi Aldama,25.53846153846154,4.815384615384615,9.96923076923077,1.8461538461538463,5.015384615384615,1.0,1.4461538461538461,1.4461538461538461,4.953846153846154,6.4,2.8923076923076922,0.8,0.4461538461538462,1.0923076923076922,1.1692307692307693,12.476923076923077
1641725,2024-25,1610612743,DEN,21.0,24,0,0.317,0.176,0.75,Trey Alexander,4.875,0.5416666666666666,1.7083333333333333,0.125,0.7083333333333334,0.125,0.16666666666666666,0.041666666666666664,0.4583333333333333,0.5,0.4583333333333333,0.08333333333333333,0.041666666666666664,0.20833333333333334,0.4166666666666667,1.3333333333333333
1629638,2019-20,1610612740,NOP,21.0,47,1,0.368,0.346,0.676,Nickeil Alexander-Walker,12.574468085106384,2.0851063829787235,5.659574468085107,0.9787234042553191,2.8297872340425534,0.5319148936170213,0.7872340425531915,0.19148936170212766,1.5957446808510638,1.7872340425531914,1.8936170212765957,0.3617021276595745,0.1702127659574468,1.148936170212766,1.2127659574468086,5.680851063829787
1629638,2020-21,1610612740,NOP,22.0,46,13,0.419,0.347,0.727,Nickeil Alexander-Walker,21.891304347826086,4.173913043478261,9.956521739130435,1.6521739130434783,4.760869565217392,1.0434782608695652,1.434782608695652,0.2826086956521739,2.847826086956522,3.130434782608696,2.217391304347826,1.0217391304347827,0.4782608695652174,1.5,1.9130434782608696,11.043478260869565
1629638,2021-22,1610612740,NOP,23.0,50,19,0.375,0.311,0.722,Nickeil Alexander-Walker,26.34,4.74,12.64,1.9,6.1,1.4,1.94,0.72,2.56,3.28,2.78,0.82,0.38,1.7,1.76,12.78
1629638,2021-22,1610612762,UTA,23.0,15,2,0.333,0.303,0.917,Nickeil Alexander-Walker,9.933333333333334,1.0666666666666667,3.2,0.6666666666666666,2.2,0.7333333333333333,0.8,0.06666666666666667,1.4666666666666666,1.5333333333333334,1.1333333333333333,0.3333333333333333,0.26666666666666666,0.5333333333333333,1.0,3.533333333333333
1629638,2021-22,0,TOT,23.0,65,21,0.372,0.311,0.743,Nickeil Alexander-Walker,22.553846153846155,3.8923076923076922,10.461538461538462,1.6153846153846154,5.2,1.2461538461538462,1.676923076923077,0.5692307692307692,2.3076923076923075,2.876923076923077,2.4,0.7076923076923077,0.35384615384615387,1.4307692307692308,1.5846153846153845,10.646153846153846
1629638,2022-23,1610612762,UTA,24.0,36,3,0.488,0.402,0.692,Nickeil Alexander-Walker,14.666666666666666,2.3055555555555554,4.722222222222222,0.9722222222222222,2.4166666666666665,0.75,1.0833333333333333,0.2222222222222222,1.4166666666666667,1.6388888888888888,2.111111111111111,0.6666666666666666,0.3888888888888889,1.25,1.6111111111111112,6.333333333333333
1629638,2022-23,1610612750,MIN,24.0,23,0,0.384,0.361,0.619,Nickeil Alexander-Walker,15.478260869565217,2.0869565217391304,5.434782608695652,1.1304347826086956,3.130434782608696,0.5652173913043478,0.9130434782608695,0.30434782608695654,1.5217391304347827,1.826086956521739,1.391304347826087,0.34782608695652173,0.30434782608695654,0.43478260869565216,1.3043478260869565,5.869565217391305
1629638,2022-23,0,TOT,24.0,59,3,0.444,0.384,0.667,Nickeil Alexander-Walker,14.983050847457626,2.2203389830508473,5.0,1.0338983050847457,2.694915254237288,0.6779661016949152,1.0169491525423728,0.2542372881355932,1.4576271186440677,1.7118644067796611,1.8305084745762712,0.5423728813559322,0.3559322033898305,0.9322033898305084,1.4915254237288136,6.1525423728813555
1629638,2023-24,1610612750,MIN,25.0,82,20,0.439,0.391,0.8,Nickeil Alexander-Walker,23.426829268292682,2.8780487804878048,6.560975609756097,1.5975609756097562,4.085365853658536,0.6341463414634146,0.7926829268292683,0.4268292682926829,1.6097560975609757,2.0365853658536586,2.4878048780487805,0.7804878048780488,0.5121951219512195,0.926829268292683,1.7439024390243902,7.987804878048781
1629638,2024-25,1610612750,MIN,26.0,82,10,0.438,0.381,0.78,Nickeil Alexander-Walker,25.28048780487805,3.292682926829268,7.512195121951219,1.7195121951219512,4.512195121951219,1.1219512195121952,1.4390243902439024,0.6585365853658537,2.573170731707317,3.231707317073171,2.7195121951219514,0.6097560975609756,0.4146341463414634,1.2073170731707317,1.6951219512195121,9.426829268292684
1628960,2018-19,1610612762,UTA,23.0,38,2,0.376,0.323,0.75,Grayson Allen,10.947368421052632,1.763157894736842,4.684210526315789,0.8421052631578947,2.6052631578947367,1.1842105263157894,1.5789473684210527,0.07894736842105263,0.5263157894736842,0.6052631578947368,0.6578947368421053,0.15789473684210525,0.15789473684210525,0.868421052631579,1.236842105263158,5.552631578947368
1628960,2019-20,1610612763,MEM,24.0,38,0,0.466,0.404,0.867,Grayson Allen,18.894736842105264,3.0789473684210527,6.605263157894737,1.5,3.710526315789474,1.0263157894736843,1.1842105263157894,0.21052631578947367,2.026315789473684,2.236842105263158,1.368421052631579,0.2631578947368421,0.05263157894736842,0.868421052631579,1.394736842105263,8.68421052631579
1628960,2020-21,1610612763,MEM,25.0,50,38,0.418,0.391,0.868,Grayson Allen,25.2,3.46,8.28,2.14,5.48,1.58,1.82,0.38,2.82,3.2,2.16,0.92,0.16,0.96,1.42,10.64
1628960,2021-22,1610612749,MIL,26.0,66,61,0.448,0.409,0.865,Grayson Allen,27.348484848484848,3.8636363636363638,8.621212121212121,2.409090909090909,5.893939393939394,0.9696969696969697,1.121212121212121,0.48484848484848486,2.878787878787879,3.3636363636363638,1.5151515151515151,0.696969696969697,0.2727272727272727,0.6515151515151515,1.4545454545454546,11.106060606060606
1628960,2022-23,1610612749,MIL,27.0,72,70,0.44,0.399,0.905,Grayson Allen,27.38888888888889,3.4027777777777777,7.736111111111111,2.0277777777777777,5.083333333333333,1.5833333333333333,1.75,0.8472222222222222,2.4444444444444446,3.2916666666666665,2.263888888888889,0.8611111111111112,0.19444444444444445,1.0,1.625,10.416666666666666
1628960,2023-24,1610612756,PHX,28.0,75,74,0.499,0.461,0.878,Grayson Allen,33.50666666666667,4.533333333333333,9.093333333333334,2.7333333333333334,5.933333333333334,1.72,1.96,0.64,3.2933333333333334,3.933333333333333,3.026666666666667,0.92,0.6,1.2666666666666666,2.0933333333333333,13.52
1628960,2024-25,1610612756,PHX,29.0,64,7,0.448,0.426,0.816,Grayson Allen,24.125,3.421875,7.640625,2.328125,5.46875,1.453125,1.78125,0.53125,2.5,3.03125,2.140625,0.84375,0.296875,1.171875,1.484375,10.625
1628386,2017-18,1610612751,BKN,20.0,72,31,0.589,0.333,0.776,Jarrett Allen,20.01388888888889,3.25,5.513888888888889,0.06944444444444445,0.20833333333333334,1.5833333333333333,2.0416666666666665,2.0,3.388888888888889,5.388888888888889,0.6805555555555556,0.3888888888888889,1.2222222222222223,1.1388888888888888,2.0416666666666665,8.152777777777779
1628386,2018-19,1610612751,BKN,21.0,80,80,0.59,0.133,0.709,Jarrett Allen,26.2,4.1875,7.1,0.075,0.5625,2.4625,3.475,2.3875,6.0125,8.4,1.375,0.5375,1.5,1.2875,2.3,10.9125
1628386,2019-20,1610612751,BKN,22.0,70,64,0.649,0.0,0.633,Jarrett Allen,26.457142857142856,4.314285714285714,6.642857142857143,0.0,0.08571428571428572,2.442857142857143,3.857142857142857,3.085714285714286,6.5,9.585714285714285,1.5714285714285714,0.5714285714285714,1.3142857142857143,1.1,2.3142857142857145,11.071428571428571
1628386,2020-21,1610612751,BKN,23.0,12,5,0.677,0.0,0.754,Jarrett Allen,26.666666666666668,3.6666666666666665,5.416666666666667,0.0,0.0,3.8333333333333335,5.083333333333333,3.1666666666666665,7.25,10.416666666666666,1.6666666666666667,0.5833333333333334,1.5833333333333333,1.8333333333333333,1.75,11.166666666666666
1628386,2020-21,1610612739,CLE,23.0,51,40,0.609,0.316,0.69,Jarrett Allen,30.274509803921568,4.980392156862745,8.176470588235293,0.11764705882352941,0.37254901960784315,3.0980392156862746,4.490196078431373,3.0980392156862746,6.823529411764706,9.92156862745098,1.6862745098039216,0.49019607843137253,1.392156862745098,1.5294117647058822,1.4705882352941178,13.176470588235293
1628386,2020-21,0,TOT,23.0,63,45,0.618,0.316,0.703,Jarrett Allen,29.58730158730159,4.73015873015873,7.650793650793651,0.09523809523809523,0.30158730158730157,3.238095238095238,4.603174603174603,3.111111111111111,6.904761904761905,10.015873015873016,1.6825396825396826,0.5079365079365079,1.4285714285714286,1.5873015873015872,1.5238095238095237,12.793650793650794
1628386,2021-22,1610612739,CLE,24.0,56,56,0.677,0.1,0.708,Jarrett Allen,32.32142857142857,6.589285714285714,9.732142857142858,0.017857142857142856,0.17857142857142858,2.9464285714285716,4.160714285714286,3.4285714285714284,7.321428571428571,10.75,1.6428571428571428,0.7857142857142857,1.3392857142857142,1.6785714285714286,1.7321428571428572,16.142857142857142
1628386,2022-23,1610612739,CLE,25.0,68,68,0.644,0.1,0.733,Jarrett Allen,32.64705882352941,5.926470588235294,9.205882352941176,0.014705882352941176,0.14705882352941177,2.3823529411764706,3.25,3.25,6.544117647058823,9.794117647058824,1.661764705882353,0.7941176470588235,1.2352941176470589,1.3676470588235294,2.25,14.25
1628386,2023-24,1610612739,CLE,26.0,77,77,0.634,0.0,0.742,Jarrett Allen,31.714285714285715,6.740259740259741,10.636363636363637,0.0,0.07792207792207792,3.0259740259740258,4.077922077922078,3.155844155844156,7.376623376623376,10.532467532467532,2.727272727272727,0.6883116883116883,1.051948051948052,1.5714285714285714,1.9090909090909092,16.506493506493506
1628386,2024-25,1610612739,CLE,26.0,82,82,0.706,0.0,0.718,Jarrett Allen,28.0,5.512195121951219,7.804878048780488,0.0,0.06097560975609756,2.426829268292683,3.3780487804878048,2.6341463414634148,7.097560975609756,9.731707317073171,1.9268292682926829,0.9390243902439024,0.8902439024390244,1.1829268292682926,1.548780487804878,13.451219512195122
1630631,2021-22,1610612740,NOP,24.0,54,1,0.446,0.291,0.679,Jose Alvarado,15.444444444444445,2.425925925925926,5.444444444444445,0.5925925925925926,2.037037037037037,0.6666666666666666,0.9814814814814815,0.46296296296296297,1.3888888888888888,1.8518518518518519,2.814814814814815,1.3148148148148149,0.12962962962962962,0.7407407407407407,1.3518518518518519,6.111111111111111
1630631,2022-23,1610612740,NOP,25.0,61,10,0.411,0.336,0.813,Jose Alvarado,21.475409836065573,3.2950819672131146,8.01639344262295,1.360655737704918,4.049180327868853,1.0655737704918034,1.3114754098360655,0.45901639344262296,1.8524590163934427,2.3114754098360657,3.0491803278688523,1.098360655737705,0.16393442622950818,1.3278688524590163,2.0491803278688523,9.01639344262295
1630631,2023-24,1610612740,NOP,26.0,56,0,0.412,0.377,0.673,Jose Alvarado,18.357142857142858,2.5357142857142856,6.160714285714286,1.3928571428571428,3.6964285714285716,0.625,0.9285714285714286,0.44642857142857145,1.8392857142857142,2.2857142857142856,2.0892857142857144,1.0535714285714286,0.26785714285714285,0.7142857142857143,1.5892857142857142,7.089285714285714
1630631,2024-25,1610612740,NOP,27.0,56,23,0.392,0.359,0.811,Jose Alvarado,24.392857142857142,3.642857142857143,9.303571428571429,1.9821428571428572,5.517857142857143,1.0714285714285714,1.3214285714285714,0.48214285714285715,1.9464285714285714,2.4285714285714284,4.625,1.3214285714285714,0.25,1.5357142857142858,1.625,10.339285714285714
203937,2014-15,1610612759,SAS,21.0,33,8,0.348,0.273,0.643,Kyle Anderson,10.848484848484848,0.9393939393939394,2.696969696969697,0.09090909090909091,0.3333333333333333,0.2727272727272727,0.42424242424242425,0.15151515151515152,2.0303030303030303,2.1818181818181817,0.8484848484848485,0.45454545454545453,0.21212121212121213,0.30303030303030304,0.8484848484848485,2.242424242424242
203937,2015-16,1610612759,SAS,22.0,78,11,0.468,0.324,0.747,Kyle Anderson,15.961538461538462,1.7692307692307692,3.782051282051282,0.15384615384615385,0.47435897435897434,0.7948717948717948,1.064102564102564,0.32051282051282054,2.8076923076923075,3.128205128205128,1.5769230769230769,0.7692307692307693,0.3717948717948718,0.7564102564102564,1.2435897435897436,4.487179487179487
203937,2016-17,1610612759,SAS,23.0,72,14,0.445,0.375,0.789,Kyle Anderson,14.166666666666666,1.2916666666666667,2.9027777777777777,0.20833333333333334,0.5555555555555556,0.625,0.7916666666666666,0.4583333333333333,2.4305555555555554,2.888888888888889,1.2638888888888888,0.7083333333333334,0.3611111111111111,0.5416666666666666,0.875,3.4166666666666665
203937,2017-18,1610612759,SAS,24.0,74,67,0.527,0.333,0.712,Kyle Anderson,26.72972972972973,3.1216216216216215,5.918918918918919,0.25675675675675674,0.7702702702702703,1.4054054054054055,1.972972972972973,1.135135135135135,4.216216216216216,5.351351351351352,2.72972972972973,1.554054054054054,0.8108108108108109,1.2702702702702702,1.5405405405405406,7.905405405405405
203937,2018-19,1610612763,MEM,25.0,43,40,0.543,0.265,0.578,Kyle Anderson,29.813953488372093,3.488372093023256,6.4186046511627906,0.20930232558139536,0.7906976744186046,0.8604651162790697,1.4883720930232558,1.1162790697674418,4.72093023255814,5.837209302325581,2.9767441860465116,1.255813953488372,0.8604651162790697,1.3488372093023255,2.604651162790698,8.046511627906977
203937,2019-20,1610612763,MEM,26.0,67,28,0.474,0.282,0.667,Kyle Anderson,19.850746268656717,2.343283582089552,4.940298507462686,0.3582089552238806,1.2686567164179106,0.7761194029850746,1.164179104477612,0.8656716417910447,3.388059701492537,4.253731343283582,2.417910447761194,0.8059701492537313,0.5522388059701493,0.9850746268656716,1.6567164179104477,5.82089552238806
203937,2020-21,1610612763,MEM,27.0,69,69,0.468,0.36,0.783,Kyle Anderson,27.347826086956523,4.463768115942029,9.53623188405797,1.3623188405797102,3.782608695652174,2.0869565217391304,2.6666666666666665,0.7536231884057971,4.9855072463768115,5.739130434782608,3.6231884057971016,1.2173913043478262,0.8260869565217391,1.2463768115942029,1.7391304347826086,12.376811594202898
203937,2021-22,1610612763,MEM,28.0,69,11,0.446,0.33,0.638,Kyle Anderson,21.507246376811594,3.028985507246377,6.797101449275362,0.5217391304347826,1.5797101449275361,0.9710144927536232,1.5217391304347827,1.0,4.333333333333333,5.333333333333333,2.652173913043478,1.1159420289855073,0.6521739130434783,1.0289855072463767,1.565217391304348,7.550724637681159
203937,2022-23,1610612750,MIN,29.0,69,46,0.509,0.41,0.735,Kyle Anderson,28.36231884057971,3.652173913043478,7.173913043478261,0.6231884057971014,1.5217391304347827,1.4492753623188406,1.9710144927536233,0.9565217391304348,4.3768115942028984,5.333333333333333,4.855072463768116,1.1304347826086956,0.9130434782608695,1.4927536231884058,2.1159420289855073,9.376811594202898
203937,2023-24,1610612750,MIN,30.0,79,10,0.46,0.229,0.708,Kyle Anderson,22.556962025316455,2.518987341772152,5.481012658227848,0.13924050632911392,0.6075949367088608,1.2278481012658229,1.7341772151898733,0.759493670886076,2.6962025316455698,3.4556962025316458,4.189873417721519,0.8987341772151899,0.5949367088607594,1.1518987341772151,1.620253164556962,6.405063291139241
203937,2024-25,1610612744,GSW,31.0,36,3,0.45,0.365,0.667,Kyle Anderson,15.027777777777779,2.111111111111111,4.694444444444445,0.5277777777777778,1.4444444444444444,0.5,0.75,0.75,2.3055555555555554,3.0555555555555554,2.25,0.7222222222222222,0.5555555555555556,0.5555555555555556,1.1111111111111112,5.25
203937,2024-25,1610612748,MIA,31.0,25,1,0.493,0.333,0.789,Kyle Anderson,18.44,2.64,5.36,0.24,0.72,1.2,1.52,1.04,2.8,3.84,2.56,0.56,0.52,0.68,1.64,6.72
203937,2024-25,0,TOT,31.0,61,4,0.469,0.357,0.738,Kyle Anderson,16.42622950819672,2.3278688524590163,4.967213114754099,0.4098360655737705,1.1475409836065573,0.7868852459016393,1.0655737704918034,0.8688524590163934,2.5081967213114753,3.377049180327869,2.377049180327869,0.6557377049180327,0.5409836065573771,0.6065573770491803,1.3278688524590163,5.852459016393443
